mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	2	1/2	1/2	1		3	57		10
1	1	0	0	4/4	2	1	1/2	1/2	1		7	61		7
1	1	0	0	4/4	1	2	1/2	1/2	1		4	64		3
1	1	0	0	4/4	1	1	1/2	1/2	1		3	69		0
1	1	1/2	1/2	4/4	2	2	1/4	1/4	1		8	56		11
1	1	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59		8
1	1	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64		4
1	1	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71		1
1	1	3/4	3/4	4/4	2	2	1/4	1/4	1		10	58		12
1	1	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62		5
1	1	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66		9
1	1	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		2
1	1	7/8	7/8	4/4	1	2	1/8	1/8	1		7	61		6
2	2	0	0	4/4	2	2	1/2	1/2	1		0	60		19
2	2	0	0	4/4	2	1	1/2	1/2	1		6	66		17
2	2	0	0	4/4	1	2	1/2	1/2	1		8	68		15
2	2	0	0	4/4	1	1	1/2	1/2	1		9	75		13
2	2	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56		20
2	2	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60		18
2	2	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68		16
2	2	3/4	3/4	4/4	1	1	1/4	1/4	1		9	75		14
3	3	0	0	4/4	2	1	1/8	1/8	1		7	61		31
3	3	0	0	4/4	2	2	1/8	1/8	1		7	61		36
3	3	0	0	4/4	1	2	3/8	1/4	3/2		8	68		25
3	3	0	0	4/4	1	1	1/4	1/4	1		4	76		21
3	3	1/8	1/8	4/4	2	2	1/16	1/16	1		5	59		37
3	3	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62		32
3	3	3/16	3/16	4/4	2	2	1/16	1/16	1		3	57		38
3	3	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56		39
3	3	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64		33
3	3	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71		22
3	3	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54		40
3	3	3/8	3/8	4/4	1	2	1/8	1/8	1		3	69		26
3	3	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52		41
3	3	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64		34
3	3	1/2	1/2	4/4	1	2	1/8	1/8	1		8	68		27
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71		23
3	3	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50		42
3	3	5/8	5/8	4/4	1	2	1/8	1/8	1		6	66		28
3	3	3/4	3/4	4/4	2	2	1/8	1/8	1		7	49		43
3	3	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64		35
3	3	3/4	3/4	4/4	1	2	1/8	1/8	1		8	68		29
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74		24
3	3	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47		44
3	3	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64		30
4	4	0	0	4/4	2	2	3/4	1/2	3/2		3	45		51
4	4	0	0	4/4	2	1	3/4	1/2	3/2		4	64		49
4	4	0	0	4/4	1	2	3/4	1/2	3/2		3	69		47
4	4	0	0	4/4	1	1	3/4	1/2	3/2		7	73		45
4	4	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52		52
4	4	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64		50
4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68		48
4	4	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		46
5	5	0	0	4/4	2	2	1/4	1/4	1		3	57		70
5	5	0	0	4/4	2	1	1/8	1/8	1		4	64		65
5	5	0	0	4/4	1	2	1/8	1/8	1		3	69		58
5	5	0	0	4/4	1	1	1/8	1/8	1		7	73		53
5	5	1/8	1/8	4/4	2	1	1/8	1/8	1		6	66		66
5	5	1/8	1/8	4/4	1	2	1/8	1/8	1		5	71		59
5	5	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		54
5	5	1/4	1/4	4/4	2	2	1/4	1/4	1		10	58		71
5	5	1/4	1/4	4/4	2	1	1/4	1/4	1		1	67		67
5	5	1/4	1/4	4/4	1	2	1/4	1/4	1		7	73		60
5	5	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76		55
5	5	1/2	1/2	4/4	2	2	1/4	1/4	1		5	59		72
5	5	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66		68
5	5	1/2	1/2	4/4	1	2	1/4	1/4	1		5	71		61
5	5	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76		56
5	5	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47		73
5	5	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59		69
5	5	3/4	3/4	4/4	1	2	1/16	1/16	1		3	69		62
5	5	3/4	3/4	4/4	1	1	1/4	1/4	1		9	75		57
5	5	13/16	13/16	4/4	1	2	1/16	1/16	1		8	68		63
5	5	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69		64
6	6	0	0	4/4	2	2	1/2	1/2	1		4	52		80
6	6	0	0	4/4	2	1	1/2	1/2	1		5	59		78
6	6	0	0	4/4	1	2	1/2	1/2	1		8	68		76
6	6	0	0	4/4	1	1	1/2	1/2	1		4	76		74
6	6	1/2	1/2	4/4	2	2	1/2	1/2	1		3	57		81
6	6	1/2	1/2	4/4	2	1	1/2	1/2	1		7	61		79
6	6	1/2	1/2	4/4	1	2	1/2	1/2	1		4	64		77
6	6	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69		75
