mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	1/4	1/4	4/4	2	2	1/2	1/2	1		0	48		6
1	1	1/4	1/4	4/4	2	1	1/2	1/2	1		1	55		4
1	1	1/4	1/4	4/4	1	2	1/2	1/2	1		-3	63		2
1	1	1/4	1/4	4/4	1	1	1/2	1/2	1		0	72		0
1	1	3/4	3/4	4/4	2	2	1/4	1/4	1		-2	46		7
1	1	3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58		5
1	1	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62		3
1	1	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		1
2	2	0	0	4/4	2	2	1/4	1/4	1		3	45		24
2	2	0	0	4/4	2	1	1/4	1/4	1		0	60		19
2	2	0	0	4/4	1	2	1/8	1/8	1		6	66		13
2	2	0	0	4/4	1	1	1/4	1/4	1		0	72		8
2	2	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67		14
2	2	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54		25
2	2	1/4	1/4	4/4	2	1	1/8	1/8	1		-3	63		20
2	2	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69		15
2	2	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72		9
2	2	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62		21
2	2	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55		26
2	2	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62		22
2	2	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69		16
2	2	1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70		10
2	2	5/8	5/8	4/4	1	2	1/8	1/8	1		1	67		17
2	2	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48		27
2	2	3/4	3/4	4/4	2	1	1/4	1/4	1		-3	63		23
2	2	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67		18
2	2	3/4	3/4	4/4	1	1	1/8	1/8	1		-2	70		11
2	2	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69		12
3	3	0	0	4/4	2	2	1/2	1/2	1		2	50		36
3	3	0	0	4/4	2	1	3/8	1/4	3/2		2	62		33
3	3	0	0	4/4	1	2	1/4	1/4	1		1	67		30
3	3	0	0	4/4	1	1	1/2	1/2	1		3	69		28
3	3	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66		31
3	3	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60		34
3	3	1/2	1/2	4/4	2	2	1/2	1/2	1		1	43		37
3	3	1/2	1/2	4/4	2	1	1/2	1/2	1		5	59		35
3	3	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62		32
3	3	1/2	1/2	4/4	1	1	1/2	1/2	1		1	67		29
4	4	1/4	1/4	4/4	2	2	1/2	1/2	1		-4	44		44
4	4	1/4	1/4	4/4	1	2	1/2	1/2	1		0	60		40
4	4	1/4	1/4	4/4	2	1	1/2	1/2	1		0	60		42
4	4	1/4	1/4	4/4	1	1	1/2	1/2	1		-3	63		38
4	4	3/4	3/4	4/4	2	2	1/4	1/4	1		-3	51		45
4	4	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55		43
4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60		41
4	4	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		39
5	5	0	0	4/4	2	2	1/4	1/4	1		-1	53		61
5	5	0	0	4/4	2	1	1/4	1/4	1		-4	56		56
5	5	0	0	4/4	1	2	1/8	1/8	1		2	62		51
5	5	0	0	4/4	1	1	1/4	1/4	1		-1	65		46
5	5	1/8	1/8	4/4	1	2	1/8	1/8	1		5	59		52
5	5	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54		62
5	5	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57		57
5	5	1/4	1/4	4/4	1	2	1/4	1/4	1		0	60		53
5	5	1/4	1/4	4/4	1	1	1/8	1/8	1		-3	63		47
5	5	3/8	3/8	4/4	1	1	1/8	1/8	1		2	62		48
5	5	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55		58
5	5	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55		63
5	5	1/2	1/2	4/4	1	2	1/4	1/4	1		0	60		54
5	5	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	63		49
5	5	3/4	3/4	4/4	2	2	1/4	1/4	1		1	43		64
5	5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55		59
5	5	3/4	3/4	4/4	1	2	1/4	1/4	1		5	59		55
