mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	2	2	1/8	1/8	1.0		2	50		13
1	1	0	0	4/4	2	1	1/4	1/4	1.0		2	62		8
1	1	0	0	4/4	1	2	1/4	1/4	1.0		-1	65		4
1	1	0	0	4/4	1	1	1/4	1/4	1.0		3	69		0
1	1	1/8	1/8	4/4	2	2	1/8	1/8	1.0		4	52		14
1	1	1/4	1/4	4/4	2	2	1/8	1/8	1.0		-1	53		15
1	1	1/4	1/4	4/4	2	1	1/4	1/4	1.0		2	62		9
1	1	1/4	1/4	4/4	1	2	1/4	1/4	1.0		-1	65		5
1	1	1/4	1/4	4/4	1	1	1/4	1/4	1.0		3	69		1
1	1	3/8	3/8	4/4	2	2	1/8	1/8	1.0		2	50		16
1	1	1/2	1/2	4/4	2	2	1/4	1/4	1.0		-2	58		17
1	1	1/2	1/2	4/4	2	1	1/8	1/8	1.0		2	62		10
1	1	1/2	1/2	4/4	1	2	1/4	1/4	1.0		4	64		6
1	1	1/2	1/2	4/4	1	1	1/4	1/4	1.0		1	67		2
1	1	5/8	5/8	4/4	2	1	1/8	1/8	1.0		7	61		11
1	1	3/4	3/4	4/4	2	2	1/8	1/8	1.0		3	57		18
1	1	3/4	3/4	4/4	1	2	1/4	1/4	1.0		2	62		7
1	1	3/4	3/4	4/4	2	1	1/4	1/4	1.0		2	62		12
1	1	3/4	3/4	4/4	1	1	1/4	1/4	1.0		-1	65		3
1	1	7/8	7/8	4/4	2	2	1/8	1/8	1.0		1	55		19
2	2	0	0	4/4	2	1	1/8	1/8	1.0		3	57		25
2	2	0	0	4/4	2	2	1/4	1/4	1.0		3	57		30
2	2	0	0	4/4	1	2	1/4	1/4	1.0		2	62		22
2	2	0	0	4/4	1	1	1/2	1/2	1.0		4	64		20
2	2	1/8	1/8	4/4	2	1	1/8	1/8	1.0		-2	58		26
2	2	1/4	1/4	4/4	2	2	1/4	1/4	1.0		3	45		31
2	2	1/4	1/4	4/4	2	1	1/8	1/8	1.0		3	57		27
2	2	1/4	1/4	4/4	1	2	1/4	1/4	1.0		7	61		23
2	2	3/8	3/8	4/4	2	1	1/8	1/8	1.0		1	55		28
2	2	1/2	1/2	4/4	2	2	1/2	1/2	1.0		2	50		32
2	2	1/2	1/2	4/4	2	1	1/2	1/2	1.0		-1	53		29
2	2	1/2	1/2	4/4	1	2	1/2	1/2	1.0		3	57		24
2	2	1/2	1/2	4/4	1	1	1/2	1/2	1.0		2	62		21
3	3	0	0	4/4	2	2	1/8	1/8	1.0		2	50		47
3	3	0	0	4/4	2	1	1/4	1/4	1.0		2	62		42
3	3	0	0	4/4	1	2	1/4	1/4	1.0		-1	65		37
3	3	0	0	4/4	1	1	1/4	1/4	1.0		3	69		33
3	3	1/8	1/8	4/4	2	2	1/8	1/8	1.0		4	52		48
3	3	1/4	1/4	4/4	2	2	1/8	1/8	1.0		-1	53		49
3	3	1/4	1/4	4/4	2	1	1/4	1/4	1.0		2	62		43
3	3	1/4	1/4	4/4	1	2	1/4	1/4	1.0		-1	65		38
3	3	1/4	1/4	4/4	1	1	1/4	1/4	1.0		3	69		34
3	3	3/8	3/8	4/4	2	2	1/8	1/8	1.0		2	50		50
3	3	1/2	1/2	4/4	2	2	1/4	1/4	1.0		1	55		51
3	3	1/2	1/2	4/4	2	1	1/8	1/8	1.0		2	62		44
3	3	1/2	1/2	4/4	1	2	1/8	1/8	1.0		-1	65		39
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1.0		5	71		35
3	3	5/8	5/8	4/4	2	1	1/8	1/8	1.0		5	59		45
3	3	5/8	5/8	4/4	1	2	1/8	1/8	1.0		2	62		40
3	3	3/4	3/4	4/4	2	2	1/8	1/8	1.0		-1	53		52
3	3	3/4	3/4	4/4	2	1	1/4	1/4	1.0		4	64		46
3	3	3/4	3/4	4/4	1	2	1/4	1/4	1.0		1	67		41
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1.0		7	73		36
3	3	7/8	7/8	4/4	2	2	1/8	1/8	1.0		4	52		53
4	4	0	0	4/4	2	2	1/8	1/8	1.0		-1	53		65
4	4	0	0	4/4	2	1	1/8	1/8	1.0		2	62		59
4	4	0	0	4/4	1	2	1/4	1/4	1.0		3	69		56
4	4	0	0	4/4	1	1	1/2	1/2	1.0		2	74		54
4	4	1/8	1/8	4/4	2	2	1/16	1/16	1.0		1	55		66
4	4	1/8	1/8	4/4	2	1	1/16	1/16	1.0		4	64		60
4	4	3/16	3/16	4/4	2	2	1/16	1/16	1.0		3	57		67
4	4	3/16	3/16	4/4	2	1	1/16	1/16	1.0		-1	65		61
4	4	1/4	1/4	4/4	2	2	1/4	1/4	1.0		-2	58		68
4	4	1/4	1/4	4/4	2	1	1/8	1/8	1.0		4	64		62
4	4	1/4	1/4	4/4	1	2	1/4	1/4	1.0		1	67		57
4	4	3/8	3/8	4/4	2	1	1/8	1/8	1.0		2	62		63
4	4	1/2	1/2	4/4	2	2	1/2	1/2	1.0		3	57		69
4	4	1/2	1/2	4/4	2	1	1/2	1/2	1.0		4	64		64
4	4	1/2	1/2	4/4	1	2	1/2	1/2	1.0		3	69		58
4	4	1/2	1/2	4/4	1	1	1/2	1/2	1.0		7	73		55
