rel_paths	fnames	last_mc	last_mn	KeySig	TimeSig	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
MS3	107 Herzlich lieb hab ich dich, o Herr	23	23	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-80 (Eb2-Ab5)	cap	62-80 (D4-Ab5)	Sopran/Alt	39-68 (Eb2-Ab4)	Tenor/Baß
MS3	108 Valet will ich dir geben	14	14	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-79 (Eb2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	39-67 (Eb2-G4)	Tenor/Baß
MS3	109 Singen wir aus Herzens Grund	28	28	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-66 (F2-F#4)	Tenor/Baß
MS3	110 Vater unser im Himmelreich	13	13	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-75 (G2-Eb5)	cap	55-75 (G3-Eb5)	Sopran/Alt	43-63 (G2-Eb4)	Tenor/Baß
MS3	111 Herzliebster Jesu, was hast du verbrochen	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-77 (A2-F5)	cap	59-77 (B3-F5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	112 Wer nur den lieben Gott läßt walten	11	11	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-78 (F#2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
MS3	113 Christus, der uns selig macht	17	17	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	42-77 (Gb2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	42-66 (Gb2-Gb4)	Tenor/Baß
MS3	114 Von Gott will ich nicht lassen	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	115 Was mein Gott will, das gescheh allezeit	14	14	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	44-76 (G#2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	44-67 (G#2-G4)	Tenor/Baß
MS3	116 Nun lob, mein Seel, den Herren	38	38	1: 2	1: 3/4	0										2021-11-22	Linux			3.6.2	38-81 (D2-A5)	cap	61-81 (C#4-A5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	117 Nun ruhen alle Wälder	13	13	1: -4	1: 4/4	0										2021-11-22	Linux			3.6.2	44-75 (Ab2-Eb5)	cap	58-75 (Bb3-Eb5)	Sopran/Alt	44-65 (Ab2-F4)	Tenor/Baß
MS3	118 In dich hab ich gehoffet, Herr	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	45-79 (A2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	119 Christ unser Herr zum Jordan kam	19	19	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	41-79 (F2-G5)	cap	60-79 (C4-G5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	120 Was mein Gott will, das gescheh allezeit	14	14	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	121 Werde munter, mein Gemüte	16	16	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	40-79 (E2-G5)	cap	64-79 (E4-G5)	Sopran/Alt	40-68 (E2-G#4)	Tenor/Baß
MS3	122 Ist Gott mein Schild und Helfersmann	15	15	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	123 Helft mir Gottes Güte preisen	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	124 Auf, auf mein Herz, und du mein ganzer Sinn	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
MS3	125 Allein Gott in der Höh sei Ehr	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
MS3	126 Durch Adams Fall ist ganz verderbt	15	15	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	41-76 (F2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	41-64 (F2-E4)	Tenor/Baß
MS3	127 Dies sind die heilgen zehn Gebot	10	10	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	62-74 (D4-D5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	128 Alles ist an Gottes Segen	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
MS3	129 Keinen hat Gott verlassen	14	14	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	130 Meine Seele erhebt den Herren	10	10	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-74 (E2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	40-59 (E2-B3)	Tenor/Baß
MS3	131 Liebster Jesu, wir sind hier	10	10	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	132 Kyrie, Gott Vater in Ewigkeit	40	40	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
MS3	133 Wir glauben all an einen Gott	32	32	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
MS3	134 Gott der Vater wohn uns bei	16	16	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	135 Wer Gott vertraut, hat wohl gebaut	21	21	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	42-72 (F#2-C5)	cap	59-72 (B3-C5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
MS3	136 Herr Jesu Christ, dich zu uns wend	9	9	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
MS3	137 Du, o schönes Weltgebäude	14	14	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	138 Jesu, meine Freude	13	13	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-79 (E2-G5)	cap	59-79 (B3-G5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	139 Warum sollt ich mich denn grämen	13	13	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	140 In allen meinen Taten	13	13	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	43-66 (G2-F#4)	Tenor/Baß
MS3	141 Seelenbräutigam	11	11	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	142 Schwing dich auf zu deinem Gott	16	16	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	61-77 (C#4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	143 In dulci jubilo	33	33	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	144 Wer in dem Schutz des Höchsten ist	13	13	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	145 Warum betrübst du dich, mein Herz	11	11	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	64-76 (E4-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	146 Wer nur den lieben Got läßt walten	11	11	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	45-77 (A2-F5)	cap	59-77 (B3-F5)	Sopran/Alt	45-64 (A2-E4)	Tenor/Baß
MS3	147 Wenn ich in Angst und Not	15	15	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-75 (Eb2-Eb5)	cap	58-75 (Bb3-Eb5)	Sopran/Alt	39-62 (Eb2-D4)	Tenor/Baß
MS3	148 Uns ist ein Kindlein heut geborn	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	43-62 (G2-D4)	Tenor/Baß
MS3	149 Nicht so traurig, nicht so sehr	10	10	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	43-79 (G2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	43-63 (G2-Eb4)	Tenor/Baß
MS3	150 Welt ade, ich bin dein müde	22	22	1: -2	1: 4/4, 15: 3/2	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	151 Meinen Jesum laß ich nicht, Jesus	9	9	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
MS3	152 Meinen Jesum laß ich nicht, weil etc.	13	13	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	153 Alle Menschen müssen sterben	12	12	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	38-59 (D2-B3)	Tenor/Baß
MS3	154 Der du bist drei in Einigkeit	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-72 (G2-C5)	cap	59-72 (B3-C5)	Sopran/Alt	43-62 (G2-D4)	Tenor/Baß
MS3	155 Hilf, Herr Jesu, laß gelingen	24	24	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	36-77 (C2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	36-67 (C2-G4)	Tenor/Baß
MS3	156 Ach Gott, wie manches Herzeleid	9	9	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-74 (A2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	45-69 (A2-A4)	Tenor/Baß
MS3	157 Wo Gott zum Haus nicht gibt sein Gunst	9	9	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	158 Der Tag, der ist so freudenreich	18	18	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
MS3	159 Als der gütige Gott	11	11	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
MS3	160 Gelobet seist du, Jesu Christ	11	11	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
MS3	161 Ihr Gestirn, ihr hohlen Lüfte	16	16	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	162 Das alte Jahr vergangen ist	13	13	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	42-62 (F#2-D4)	Tenor/Baß
MS3	163 Für Freuden laßt uns springen	11	11	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-77 (G2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	164 Du großer Schmerzensmann	17	17	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-74 (E2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	165 O Lamm Gottes, unschuldig	13	13	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	166 Es stehn vor Gottes Throne	15	15	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-72 (D2-C5)	cap	58-72 (Bb3-C5)	Sopran/Alt	38-64 (D2-E4)	Tenor/Baß
MS3	167 Herr Gott, dich loben wir alle	17	17	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	168 Heut ist, o Mensch, ein großer Trauertag	10	10	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	169 Jesu, der du selbsten wohl	16	16	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	40-66 (E2-F#4)	Tenor/Baß
MS3	170 Nun komm, der Heiden Heiland	8	8	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	171 Schaut, ihr Sünder	12	12	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-75 (D2-Eb5)	cap	55-75 (G3-Eb5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	172 Sei gegrüßet, Jesu gütig	14	14	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-75 (D2-Eb5)	cap	62-75 (D4-Eb5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	173 O Herzenangst	18	18	1: -3	1: 3/4	0										2021-11-22	Linux			3.6.2	39-77 (Eb2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	39-62 (Eb2-D4)	Tenor/Baß
MS3	174 Jesus Christus, unser Heiland, der den Tod	11	11	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-72 (D2-C5)	cap	55-72 (G3-C5)	Sopran/Alt	38-62 (D2-D4)	Tenor/Baß
MS3	175 Jesus, meine Zuversicht	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-76 (C2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	176 Erstanden ist der heilige Christ	17	17	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	41-72 (F2-C5)	cap	57-72 (A3-C5)	Sopran/Alt	41-64 (F2-E4)	Tenor/Baß
MS3	177 Ach bleib bei uns, Herr Jesu Christ	11	11	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	45-64 (A2-E4)	Tenor/Baß
MS3	178 Das neugeborne Kindelein	16	16	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	38-79 (D2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	179 Wachet auf, ruft uns die Stimme	18	18	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-79 (Eb2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
MS3	180 Als Jesus Christus in der Nacht	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	181 Gott hat das Evangelium	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	40-74 (E2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	40-67 (E2-G4)	Tenor/Baß
MS3	182 Wär Gott nicht mit uns diese Zeit	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	183 Nun freut euch, lieben Christen gmein	12	12	1: 1	1: 4/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
MS3	184 Christ lag in Todesbanden	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	185 Nun freut euch, Gottes Kinder all	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	186 Ach Gott, erhör mein Seufzen	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-70 (D2-Bb4)	cap	57-70 (A3-Bb4)	Sopran/Alt	38-62 (D2-D4)	Tenor/Baß
MS3	187 Komm, Gott Schöpfer, Heiliger Geist	9	9	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-76 (C2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	188 Ich danke dir schon durch deinen Sohn	16	16	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	43-74 (G2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	189 Herr Jesu Christ, wahr' Mensch und Gott	9	9	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-78 (A2-F#5)	cap	57-78 (A3-F#5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
MS3	190 Herr, nun laß in Friede	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	191 Von Gott will ich nicht lassen	14	14	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	40-76 (E2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	40-65 (E2-F4)	Tenor/Baß
MS3	192 Gottlob, es geht nunmehr zu Ende	16	16	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	193 Was bist du doch, o Seele, so betrübt	10	10	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	40-77 (E2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	194 Liebster Immanuel, Herzog aller Frommen	16	16	1: 2	1: 3/2	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	42-64 (F#2-E4)	Tenor/Baß
MS3	195 Wie schön leuchtet der Morgenstern	16	16	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	196 Da der Herr Christ zu Tische saß	13	13	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-77 (Eb2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	39-63 (Eb2-Eb4)	Tenor/Baß
MS3	197 Christ ist erstanden	31	31	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	198 Christus, der uns selig macht	17	17	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	37-76 (C#2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	37-65 (C#2-F4)	Tenor/Baß
MS3	199 Hilf, Gott, daß mirs gelinge	23	23	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	200 Christus ist erstanden, hat überwunden	15	15	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	38-75 (D2-Eb5)	cap	62-75 (D4-Eb5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	201 O Mensch, bewein dein Sünde groß	20	20	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-75 (Eb2-Eb5)	cap	58-75 (Bb3-Eb5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
MS3	202 O wir armen Sünder	27	27	1: 2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
MS3	203 O Mensch, schau Jesum Christum an	21	21	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	54-74 (F#3-D5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	204 Wer weiß, wie nahe mir mein Ende	11	11	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-74 (D2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	205 Herr Gott, dich loben wir	57	57	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	206 So gibst du nun, mein Jesu, gute Nacht	16	16	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	207 Des Heilgen Geistes reiche Gnad	16	16	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-70 (D2-Bb4)	cap	57-70 (A3-Bb4)	Sopran/Alt	38-62 (D2-D4)	Tenor/Baß
MS3	208 Als vierzig Tag nach Ostern war	22	22	1: 1	1: 3/4	0										2021-11-22	Linux			3.6.2	40-71 (E2-B4)	cap	59-71 (B3-B4)	Sopran/Alt	40-64 (E2-E4)	Tenor/Baß
MS3	209 Dir, dir, Jehova, will ich singen	18	18	1: -2	1: 3/4	0										2021-11-22	Linux			3.6.2	41-79 (F2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	41-67 (F2-G4)	Tenor/Baß
MS3	210 Christe, du Beistand deiner Kreuzgemeinde	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	41-74 (F2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
MS3	211 Weltlich Ehr und zeitlich Gut	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	42-76 (F#2-E5)	cap	60-76 (C4-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
MS3	212 Herr, ich denk an jene Zeit	14	14	1: -3	1: 4/4	0										2021-11-22	Linux			3.6.2	39-77 (Eb2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	39-65 (Eb2-F4)	Tenor/Baß
MS3	213 O wie selig seid ihr doch, ihr Frommen	11	11	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
MS3	214 Mitten wir im Leben sind	27	27	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-74 (C2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
MS3	215 Verleih uns Frieden gnädiglich	28	28	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-63 (D2-Eb4)	Tenor/Baß
MS3	216 Es ist genug, so nimm, Herr...	20	20	1: 3	1: 4/4	0										2021-11-22	Linux			3.6.2	45-76 (A2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
MS3	218 Laß, o Herr, dein Ohr sich neigen	17	17	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	42-74 (F#2-D5)	cap	57-74 (A3-D5)	Sopran/Alt	42-65 (F#2-F4)	Tenor/Baß
MS3	219 O wie seid ihr doch, ihr Frommen	11	11	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	36-77 (C2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	36-62 (C2-D4)	Tenor/Baß
MS3	220 Sollt ich meniem Gott nicht singen	32	32	1: -1	1: 3/4	0										2021-11-22	Linux			3.6.2	38-77 (D2-F5)	cap	57-77 (A3-F5)	Sopran/Alt	38-67 (D2-G4)	Tenor/Baß
MS3	221 Herr, straf mich nicht in deinem Zorn	12	12	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	44-74 (G#2-D5)	cap	61-74 (C#4-D5)	Sopran/Alt	44-65 (G#2-F4)	Tenor/Baß
MS3	222 Nun preiset alle Gottes Barmherzigkeit	18	18	1: 1	1: 3/4	0										2021-11-22	Linux			3.6.2	43-76 (G2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
MS3	223 Ich dank dir, Gott, für deine Wohltat	16	16	1: 0	1: 4/4	0										2021-11-22	Linux			3.6.2	36-72 (C2-C5)	cap	55-72 (G3-C5)	Sopran/Alt	36-64 (C2-E4)	Tenor/Baß
MS3	224 Das walt Gott Vater und Gott Sohn	9	9	1: -1	1: 4/4	0										2021-11-22	Linux			3.6.2	41-77 (F2-F5)	cap	60-77 (C4-F5)	Sopran/Alt	41-69 (F2-A4)	Tenor/Baß
MS3	225 Gott, der du selber bist das Licht	12	12	1: -2	1: 4/4	0										2021-11-22	Linux			3.6.2	40-77 (E2-F5)	cap	62-77 (D4-F5)	Sopran/Alt	40-67 (E2-G4)	Tenor/Baß
